surface_tension,molecular_formula,density_liquid,enthalpy_fusion,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,VDW_area,VDW_volume,radius_gyration,dipole_moment,C,Br,Cl,O,F,H,N,I,Si,S,molecular_weight
26.08,C4H8O2,0.9541,11.07,37.988,45.29,0.0010349,7880000000.0,53.87,3.61,"1.649 ",4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
24.61,C4H8O2,0.946,5.021,37.13,43.881,0.001064,7870000000.0,53.86,3.444,"1.091 ",4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
23.94,C4H8O2,0.9,13.2,30.24,32.007,0.0012729,7790000000.0,52.97,3.364,"1.91 ",4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
23.24,C4H8O2,0.894,10.48,29.875,32.231,0.001352,7790000000.0,52.77,3.468,"1.781 ",4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
24.35,C4H8O2,0.909,10.1,30.137,32.438,0.0013127,7790000000.0,52.77,3.49,"1.703 ",4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
32.92,C4H8O2,1.029,12.84,32.138,34.3,0.0010112,5900000000.0,46.62,3.017,"0.0 ",4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
68.03,C4H8O2,1.07,14.5,44.927,62.74,0.00079874,7780000000.0,53.48,3.516,"2.5 ",4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
23.21,C4H9Cl,0.88,10.313,29.856,30.729,0.0013451,7970000000.0,55.98,3.338,"2.051 ",4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,92.567329
22.2,C4H9Cl,0.8719,6.79,29.098,28.971,0.0013473,7960000000.0,55.97,3.324,"2.0 ",4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,92.567329
18.81,C4H9Cl,0.836,2.071,27.439,26.997,0.0013577,8180000000.0,56.58,3.152,"2.129 ",4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,92.567329
32.76,C4H9N,0.86,8.58,30.793,34.016,0.0011647,6390000000.0,49.0,2.7,"1.58 ",4.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,71.121132
33.09,C4H9NO,0.937,10.418,38.198,40.643,0.00099761,8190000000.0,57.04,3.3680000000000003,"3.81 ",4.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,87.120537
48.0,C4H9NO,0.996,9.2,37.809,38.054,0.0010264,6990000000.0,52.7,3.042,"1.541 ",4.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,87.120537
11.87,C4H10,0.573,4.66,22.693,22.435,0.0020743,6940000000.0,47.8,2.886,"0.0 ",4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,58.122370000000004
9.84,C4H10,0.552,4.54,21.664,21.396,0.0023453,6930000000.0,47.79,2.948,"0.132 ",4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,58.122370000000004
25.01,C4H10O,0.806,9.28,33.676,43.237,0.0011814,7620000000.0,52.4,3.2510000000000003,"1.661 ",4.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,74.121775
22.58,C4H10O,0.797,6.32,32.75,47.688,0.0012325,7620000000.0,52.39,3.332,"1.64 ",4.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,74.121775
30.78,C4H10O,0.805,5.97,31.921,42.703,0.0012875,7620000000.0,52.39,3.2030000000000003,"1.661 ",4.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,74.121775
16.32,C4H10O,0.714,5.85,25.567,26.501,0.0017136,7530000000.0,51.49,3.125,"1.247 ",4.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,74.121775
16.65,C4H10O,0.708,7.19,25.918,27.087,0.0016676,7540000000.0,51.5,3.177,"1.151 ",4.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,74.121775
19.98,C4H10O2,0.865,12.556,30.606,31.903,0.001146,8140000000.0,55.2,3.3280000000000003,"1.71 ",4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,90.12118000000001
46.47,C4H10O2,1.002,8.32,42.206,56.58,0.00092338,8310000000.0,56.99,3.455,"2.521 ",4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,90.12118000000001
47.65,C4H10O2,1.013,18.7,44.443,62.43,0.00080175,8320000000.0,57.0,3.582,"3.93 ",4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,90.12118000000001
40.37,C4H10O2,0.9871,11.3,39.869,51.742,0.00080518,8300000000.0,56.98,3.3710000000000004,"2.099 ",4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,90.12118000000001
60.3,C4H10O3,1.114,16.4,45.972,56.723,0.00075924,8920000000.0,60.7,3.739,"2.521 ",4.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,106.120585
25.22,C4H10S,0.837,10.46,31.827,32.783,0.0011285,8454000000.0,59.17,3.4,"1.529 ",4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
22.18,C4H10S,0.825,6.48,30.606,30.932,0.0011577,8450000000.0,59.16,3.362,"1.601 ",4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
20.51,C4H10S,0.795,2.48,28.641,28.549,0.0011657,8450000000.0,59.15,3.185,"1.589 ",4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
24.66,C4H10S,0.832,11.9,31.263,31.999,0.0011872,8240000000.0,58.6,3.212,"1.541 ",4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
24.0,C4H11N,0.741,14.8,29.95,32.158,0.0012352,7910000000.0,54.9,3.289,"1.391 ",4.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,73.137014
21.7,C4H11N,0.73,9.99,29.014,30.725,0.0012913,7900000000.0,54.89,3.23,"1.270 ",4.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,73.137014
21.11,C4H11N,0.72,8.93,28.548,30.007,0.0013433,7900000000.0,54.89,3.201,"1.280 ",4.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,73.137014
16.86,C4H11N,0.688,0.882,26.873,27.607,0.0015595,8100000000.0,54.88,3.048,"1.290 ",4.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,73.137014
19.67,C4H11N,0.702,11.4,27.867,28.885,0.0015275,7930000000.0,55.88,3.172,"0.920 ",4.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,73.137014
30.14,C5Cl6,1.703,11.402,45.314,46.401,0.00075859,13860000000.0,96.81,5.31,"1.049 ",5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.7711
43.01,C5H4O2,1.155,14.37,37.864,42.152,0.00085122,6120000000.0,47.26,3.35,"0.360 ",5.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,96.084274
36.72,C5H5N,0.979,8.28,33.477,35.77,0.0010169,6650000000.0,45.5,2.938,"2.191 ",5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,79.100108
22.84,C5H6,0.797,8.01,26.502,25.76,0.0015491,5670000000.0,43.86,2.752,"0.419 ",5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,66.101346
18.18,C5H6,0.699,9.09,25.696,25.084,0.0016649,7310000000.0,50.22,3.224,"0.549 ",5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,66.101346
25.51,C5H6,0.734,10.546,28.24,27.88,0.0013462,7020000000.0,50.18,3.0860000000000003,"0.660 ",5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,66.101346
68.25,C5H6N2,0.981,12.59,49.88,53.3,0.0007676,8430000000.0,60.09,3.972,"3.897 ",5.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,94.11475200000001
51.1,C5H6O2,1.127,13.13,38.719,48.62,0.00094629,6650000000.0,51.19,3.422,"1.919 ",5.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,98.100156
28.26,C5H7N,0.903,7.82,33.241,35.067,0.00092088,6670000000.0,51.88,3.082,"2.099 ",5.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,81.11599
35.55,C5H7NO2,1.058,11.78,42.418,64.124,0.00090662,9210000000.0,63.81,4.18,"2.170 ",5.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,113.1148
22.95,C5H8,0.767,3.36,26.78,27.6,0.0014797,6050000000.0,46.81,2.728,"0.200 ",5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,68.117228
18.25,C5H8,0.675,4.92,25.853,26.066,0.001501,7530000000.0,51.03,3.213,"0.250 ",5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,68.117228
19.87,C5H8,0.671,7.14,26.604,26.56900000000001,0.0015029,7220000000.0,51.02,3.087,"0.680 ",5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,68.117228
16.01,C5H8,0.653,6.073,25.114,24.491,0.0015115,7230000000.0,51.05,3.049,"0.380 ",5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,68.117228
18.79,C5H8,0.688,11.68,26.44,27.316,0.0016007,7540000000.0,53.73,3.115,"0.809 ",5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,68.117228
32.93,C5H8O,0.945,11.4,34.925,37.62,0.00093166,7000000000.0,52.62,3.165,"3.238 ",5.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,84.11663300000001
26.6,C5H8O,0.846,3.511,31.841,32.655,0.0011851,8310000000.0,55.99,3.48,"2.740 ",5.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,84.11663300000001
30.45,C5H8O2,0.971,14.497,35.608,40.828,0.00093616,8790000000.0,60.97,4.017,"2.810 ",5.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,100.116038
26.53,C5H8O2,0.937,14.4,32.062,34.305,0.0013084,8910000000.0,59.49,3.62,"1.970 ",5.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,100.116038
21.71,C5H10,0.75,0.61,27.281,27.259,0.0013681,6750000000.0,49.69,2.85,"0.000 ",5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,70.13311
15.46,C5H10,0.635,5.8820000000000014,25.576,25.705,0.0017017,7760000000.0,54.54,3.2310000000000003,"0.340 ",5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,70.13311
14.78,C5H10,0.645,7.91,25.604,25.585,0.0016916,8060000000.0,54.52,3.287,"0.510 ",5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,70.13311
13.8,C5H10,0.622,5.36,24.58,24.386,0.0018396,7750000000.0,54.53,3.272,"0.321 ",5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,70.13311
17.06,C5H10,0.657,7.6,26.289,26.482,0.001673,8050000000.0,54.49,3.281,"0.339 ",5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,70.13311
35.75,C5H10Cl2,1.096,17.1,39.633,40.974,0.00099173,10350000000.0,74.39,4.423,"2.359 ",5.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,141.03891
25.94,C5H10O,0.805,15.0,32.298,34.48,0.0011446,8540000000.0,59.5,3.516,"2.569 ",5.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,86.132515
23.26,C5H10O,0.802,10.63,32.204,33.468,0.0011199,8540000000.0,59.5,3.618,"2.770 ",5.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,86.132515
25.01,C5H10O,0.805,9.34,31.451,33.721,0.0011907,8530000000.0,59.49,3.465,"2.761 ",5.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,86.132515
24.56,C5H10O,0.81,11.59,32.204,33.571,0.001251,8540000000.0,59.5,3.583,"2.821 ",5.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,86.132515
26.81,C5H10O2,0.9376,14.16,40.189,48.54,0.00094424,9230000000.0,63.88,3.965,"1.610 ",5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
25.04,C5H10O2,0.926,7.322,39.135,43.22,0.00089663,9220000000.0,63.87,3.762,"0.630 ",5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
24.52,C5H10O2,0.887,13.9,32.647,35.97,0.0012796,9140000000.0,63.2,3.947,"2.030 ",5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
23.21,C5H10O2,0.875,11.2,31.827,33.979,0.0012456,9130000000.0,63.19,4.294,"1.890 ",5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
