surface_tension,molecular_formula,density_liquid,enthalpy_fusion,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,VDW_area,VDW_volume,C,Br,Cl,O,F,H,N,I,Si,S,molecular_weight
26.02,C5H12S,0.838,17.53,34.489,35.178000000000004,0.0010811,9808000000.0,69.4,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,104.213792
20.59,C5H12S,0.821,0.608,32.223,31.367,0.0010851,9590000000.0,72.84,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,104.213792
26.23,C5H12S,0.838,12.45,34.215,34.309,0.0010811,9590000000.0,68.83,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,104.213792
24.44,C5H12S,0.832,10.58,33.78,34.727,0.0010825,9590000000.0,68.83,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,104.213792
32.0,C8H8,0.9,10.95,36.369,42.92,0.00092044,8270000000.0,66.25,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,104.149448
27.81,C8H8,0.907,11.27,34.893,36.401,0.00091383,8000000000.0,64.48,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,104.149448
32.6,C5H12O2,0.906,11.4,36.74,41.96,0.0010378,9580000000.0,66.32,5.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,104.147802
46.32,C5H12O2,0.994,15.72,45.294,107.963,0.00077713,9670000000.0,67.23,5.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,104.147802
48.12,C4H13N3,0.954,19.7,41.936,48.23,0.00087061,9870000000.0,70.08,4.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,103.166302
38.79,C7H5N,1.001,10.98,40.668,42.533,0.00079185,7520000000.0,60.54,7.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,103.121588
29.77,C4H9NO2,0.968,15.729,37.054,38.911,0.00094902,8720000000.0,61.16,4.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,103.11994200000001
29.53,C4H9NO2,0.978,12.559,35.779,36.819,0.0009475,8710000000.0,61.15,4.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,103.11994200000001
33.2,C5H10S,0.981,2.449,35.979,35.978,0.0008403,8050000000.0,58.15,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,102.19791000000001
31.34,C5H10S,0.957,7.83,35.011,35.326,0.00092169,8050000000.0,61.31,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,102.19791000000001
33.22,C6H14O,0.816,15.38,37.416,45.925,0.0010328,10330000000.0,72.86,6.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,102.175019
29.68,C6H14O,0.81,11.861,35.608,42.932,0.0011053,10320000000.0,72.85,6.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,102.175019
31.59,C6H14O,0.827,11.861,36.559,42.879,0.0010491,10320000000.0,72.85,6.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,102.175019
27.34,C6H14O,0.805,8.338,35.039,54.078,0.0011686,10310000000.0,72.84,6.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,102.175019
31.43,C6H14O,0.829,8.22,36.559,43.205,0.0010781,10320000000.0,72.85,6.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,102.175019
19.47,C6H14O,0.766,9.531,30.728,30.611,0.0013136,10430000000.0,71.94,6.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,102.175019
20.16,C6H14O,0.745,12.5,31.235,31.593000000000004,0.0013206,10240000000.0,71.96,6.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,102.175019
19.98,C6H14O,0.741,10.77,31.075,32.206,0.001296,10220000000.0,71.96,6.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,102.175019
17.26,C6H14O,0.721,12.035,29.052,29.58,0.001418,10220000000.0,71.94,6.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,102.175019
27.79,C8H6,0.901,9.46,34.528,36.25,0.0008726,9720000000.0,72.28,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,102.133566
26.81,C5H10O2,0.9376,14.16,40.189,48.54,0.00094424,9230000000.0,63.88,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
40.78,C5H10O2,0.934,15.326,39.135,46.581,0.00098397,9220000000.0,63.87,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
25.04,C5H10O2,0.926,7.322,39.135,43.22,0.00089663,9220000000.0,63.87,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
24.52,C5H10O2,0.887,13.9,32.647,35.97,0.0012796,9140000000.0,63.2,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
23.21,C5H10O2,0.875,11.2,31.827,33.979,0.0012456,9130000000.0,63.19,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
23.86,C5H10O2,0.883,11.2,32.175,34.471,0.0012411,9140000000.0,63.0,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
22.3,C5H10O2,0.871,8.88,30.981,32.228,0.001333,9130000000.0,62.99,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
23.75,C5H10O2,0.884,12.3,31.94,33.455,0.0012611,9140000000.0,63.0,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
24.58,C5H10O2,0.893,11.5,32.204,33.298,0.0012143,9140000000.0,63.0,5.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,102.13192000000001
31.92,C4H6O3,1.077,10.502,35.758,40.83,0.0010378,8640000000.0,54.4,4.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,102.088821
8.41,C2H2F4,1.21,5.8420000000000005,20.318,20.972,0.0032229,5950000000.0,37.56,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,102.030974652
25.76,C6H15N,0.761,21.2,34.849,37.53,0.0010507,10610000000.0,75.36,6.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,101.190258
22.22,C6H15N,0.737,14.5,32.958,35.142,0.0012213,10630000000.0,76.34,6.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,101.190258
19.13,C6H15N,0.713,15.0,30.512,30.353,0.0013757,10610000000.0,76.32,6.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,101.190258
20.24,C6H15N,0.724,14.317,31.009,30.888,0.0012371,10640000000.0,76.03,6.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,101.190258
11.28,C2H3ClF2,1.1078,2.69,21.828,22.457,0.0023144,6240000000.0,41.24,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,100.495009326
19.78,C7H16,0.682,14.053,31.877,31.731,0.0012621,10990000000.0,78.49,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
19.3,C7H16,0.684,9.46,31.263,31.19,0.0012227,10980000000.0,78.48,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
17.53,C7H16,0.673,5.82,30.075,29.262,0.0013203,11180000000.0,78.47,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
19.47,C7H16,0.691,6.84,31.068,30.492,0.0011911,10970000000.0,78.47,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
17.64,C7H16,0.668,6.85,30.197,29.796,0.001321,10970000000.0,78.47,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
19.07,C7H16,0.687,6.85,30.719,29.737,0.0012511,11180000000.0,78.47,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
18.28,C7H16,0.687,2.201,30.233,28.978,0.0012308,11170000000.0,78.46,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
21.31,C7H16,0.695,9.55,31.415,31.007,0.0012411,10980000000.0,78.48,7.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.202236
21.05,C6H12O,0.774,13.8,31.451,32.896,0.0012712,9710000000.0,68.47,6.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,100.159137
33.42,C6H12O,0.96,1.783,37.702,40.259,0.00090413,8780000000.0,64.84,6.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,100.159137
27.91,C6H12O,0.81,13.33,34.755,36.542,0.0010748,9890000000.0,69.7,6.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,100.159137
25.28,C6H12O,0.807,14.9,34.565,36.624,0.0010993,9890000000.0,69.73,6.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,100.159137
24.99,C6H12O,0.81,13.49,34.186,35.316,0.0011215,8540000000.0,69.73,6.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,100.159137
24.26,C6H12O,0.807,10.309,33.619,33.939,0.0010887,9880000000.0,69.72,6.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,100.159137
23.77,C6H12O,0.806,10.309,33.43,33.843,0.001089,9880000000.0,69.72,6.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,100.159137
30.45,C5H8O2,0.971,14.497,35.608,40.828,0.00093616,8790000000.0,60.97,5.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,100.116038
25.76,C5H8O2,0.922,11.795,32.364,33.531,0.0013122,7810000000.0,59.51,5.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,100.116038
24.77,C5H8O2,0.9068,11.795,31.799,32.76,0.0013162,8610000000.0,59.51,5.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,100.116038
24.66,C5H8O2,0.918,11.795,32.015,33.725,0.0013133,8610000000.0,59.51,5.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,100.116038
26.53,C5H8O2,0.937,14.4,32.062,34.305,0.0013084,8910000000.0,59.49,5.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,100.116038
31.08,C6H13N,0.863,13.7,35.229,36.167,0.00091486,8490000000.0,66.2,6.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,99.174376
24.66,C2H4Cl2,1.168,7.87,28.035,29.231,0.0013231,6330000000.0,44.93,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,98.95904399999999
32.57,C2H4Cl2,1.256,8.75,30.484,32.163000000000004,0.0011136,6300000000.0,43.7,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,98.95904399999999
18.95,CCl2O,1.363,5.738,23.43,24.777,0.0017553,5200000000.0,34.9,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.915945
23.33,C7H14,0.763,6.87,32.354,32.246,0.0011262,9440000000.0,70.4,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
21.2,C7H14,0.75,1.079,30.878,35.636,0.0011614,9070000000.0,70.45,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
22.97,C7H14,0.768,1.66,31.968,31.712,0.0011371,9430000000.0,71.59,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
22.22,C7H14,0.747,7.398,31.263,31.196,0.0011289,9430000000.0,71.59,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
22.16,C7H14,0.74,7.397,31.169,30.755,0.0011278,8860000000.0,704.5,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
19.86,C7H14,0.744,7.4,31.169,31.37,0.0011542,8860000000.0,70.45,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
23.3,C7H14,0.766,6.75,32.109,31.823,0.0011027,8870000000.0,70.46,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
26.99,C7H14,0.806,1.88,33.802,33.547,0.00099322,9450000000.0,71.61,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
19.81,C7H14,0.693,12.401,31.431,31.739,0.0012665,10460000000.0,75.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
20.87,C7H14,0.703,14.088,31.88,31.159,0.0012882,10450000000.0,74.97,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
20.53,C7H14,0.697,12.0,31.827,31.726,0.0012903,10450000000.0,74.97,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
20.11,C7H14,0.698,14.088,31.63,31.581,0.0012899,10450000000.0,74.97,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
19.95,C7H14,0.694,10.5,31.622,31.486,0.0012913,10450000000.0,74.97,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
19.3,C7H14,0.698,13.0,31.262,31.083,0.0012899,10760000000.0,74.98,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
17.41,C7H14,0.687,9.083,30.517,30.731,0.0012937,10450000000.0,74.99,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
18.16,C7H14,0.694,7.5,30.782,30.623,0.0012913,10450000000.0,74.99,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
19.96,C7H14,0.704,11.296,31.465,31.328,0.0012879,10760000000.0,74.98,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
17.61,C7H14,0.692,5.02,30.536,30.675,0.001292,10450000000.0,74.99,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
16.76,C7H14,0.701,0.79,29.95,29.291,0.0012889,10950000000.0,74.96,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,98.18635400000001
30.83,C5H6S,1.014,11.142,33.222,33.903,0.00097638,7740000000.0,58.35,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,98.166146
31.6,C5H6S,1.016,10.54,33.487,34.25,0.00096166,7740000000.0,58.35,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,98.166146
34.37,C6H10O,0.9478,1.328,37.226,37.097,0.00083195,8350000000.0,62.85,6.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,98.14325500000001
51.1,C5H6O2,1.127,13.13,38.719,48.62,0.00094629,6650000000.0,51.19,5.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,98.100156
27.39,C6H11N,0.801,16.62,37.893,38.03,0.0010496,9710000000.0,69.29,6.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,97.158494
20.64,C2H2Cl2,1.2103,6.51,25.594,26.607,0.0012699,6110000000.0,41.43,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,96.943162
28.68,C2H2Cl2,1.265,7.205,28.315,29.749,0.0011958,5760000000.0,40.18,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,96.943162
25.36,C2H2Cl2,1.2565,11.983,27.151,28.221,0.0013482,5760000000.0,40.18,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,96.943162
26.82,C6H5F,1.019,11.305,30.606,31.376,0.0011432,6310000000.0,50.84,6.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,96.102548163
43.01,C5H4O2,1.155,14.37,37.864,42.152,0.00085122,6120000000.0,47.26,5.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,96.084274
24.46,CH3Br,1.662,5.979,23.054,24.276,0.0017,4200000000.0,28.07,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,94.938063
34.06,C2H6S2,1.057,9.192,32.948,34.342,0.00093434,7250000000.0,50.04,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,94.198726
68.25,C5H6N2,0.981,12.59,49.88,53.3,0.0007676,8430000000.0,60.09,5.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,94.11475200000001
42.38,C6H7N,1.018,10.54,39.997,44.221,0.00081623,7040000000.0,56.38,6.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,93.12673000000001
33.62,C6H7N,0.94,9.724,34.755,36.132,0.0010781,8120000000.0,56.67,6.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,93.12673000000001
35.04,C6H7N,0.952,14.18,36.179,37.315,0.00098268,8120000000.0,56.67,6.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,93.12673000000001
35.43,C6H7N,0.95,12.582,36.274,37.864,0.00098655,8120000000.0,56.67,6.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,93.12673000000001
23.21,C4H9Cl,0.88,10.313,29.856,30.729,0.0013451,7970000000.0,55.98,4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,92.567329
22.2,C4H9Cl,0.8719,6.79,29.098,28.971,0.0013473,7960000000.0,55.97,4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,92.567329
18.81,C4H9Cl,0.836,2.071,27.439,26.997,0.0013577,8180000000.0,56.58,4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,92.567329
36.29,C3H5ClO,1.174,10.46,33.543,37.23,0.00097746,5670000000.0,42.56,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,92.52422999999999
30.53,C7H8,0.882,1.161,33.591,35.317,0.0010406,7000000000.0,56.42,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,92.13870800000001
27.93,C7H8,0.865,6.62,33.029,33.594,0.0010582,7420000000.0,59.51,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,92.13870800000001
84.58,C3H8O3,1.257,18.284,50.265,66.128,0.00035795,7650000000.0,51.36,3.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,92.093963
25.22,C4H10S,0.837,10.46,31.827,32.783,0.0011285,8454000000.0,59.17,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
22.18,C4H10S,0.825,6.48,30.606,30.932,0.0011577,8450000000.0,59.16,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
20.51,C4H10S,0.795,2.48,28.641,28.549,0.0011657,8450000000.0,59.15,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
25.04,C4H10S,0.837,9.91,31.611,32.079,0.0011546,8240000000.0,58.6,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
24.66,C4H10S,0.832,11.9,31.263,31.999,0.0011872,8240000000.0,58.6,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
22.4,C4H10S,0.825,9.355,30.7,30.702,0.0011577,8230000000.0,58.59,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,90.18717000000001
19.98,C4H10O2,0.865,12.556,30.606,31.903,0.001146,8140000000.0,55.2,4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,90.12118000000001
46.47,C4H10O2,1.002,8.32,42.206,56.58,0.00092338,8310000000.0,56.99,4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,90.12118000000001
47.65,C4H10O2,1.013,18.7,44.443,62.43,0.00080175,8320000000.0,57.0,4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,90.12118000000001
40.37,C4H10O2,0.9871,11.3,39.869,51.742,0.00080518,8300000000.0,56.98,4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,90.12118000000001
114.14,C3H6O3,1.201,11.35,48.031,58.158,0.0009158,7200000000.0,48.01,3.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,90.078081
61.96,C3H6O3,1.17,10.5,41.888,52.916,0.00085949,7130000000.0,47.12,3.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,90.078081
29.03,C3H7NO2,0.983,10.228,33.95,35.803,0.0010061,7360000000.0,50.92,3.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,89.09332
23.62,C4H5Cl,0.95,6.443,28.231,27.897,0.0014754,7230000000.0,49.6,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,88.53556499999999
12.35,C4H12Si,0.641,6.87,25.179,24.257,0.0020212,8867000000.0,64.27,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,88.22375199999999
25.44,C5H12O,0.812,10.5,35.608,43.552,0.0010835,8980000000.0,62.63,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
23.58,C5H12O,0.805,8.48,33.808,39.805,0.001199,8970000000.0,62.62,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
29.37,C5H12O,0.818,9.08,33.43,30.041,0.0012063,8970000000.0,62.62,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
33.76,C5H12O,0.814,9.271,34.755,44.747,0.0011317,8970000000.0,62.62,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
23.78,C5H12O,0.812,6.61,34.944,45.775,0.0011249,8970000000.0,62.62,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
30.2,C5H12O,0.814,5.747999999999998,33.147,43.205,0.0012163,8960000000.0,62.61,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
21.93,C5H12O,0.805,4.456,32.213,37.752,0.0012804,8960000000.0,62.61,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
17.49,C5H12O,0.737,6.371,28.193,28.885,0.0014523,8880000000.0,61.72,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
17.04,C5H12O,0.725,6.371,28.147,28.09,0.0014569,8880000000.0,61.72,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
18.0,C5H12O,0.735,7.6,27.821,28.174,0.0014741,9080000000.0,61.71,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
19.28,C5H12O,0.724,8.39,28.622,35.522,0.0014478,8890000000.0,61.73,5.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,88.148397
26.08,C4H8O2,0.9541,11.07,37.988,45.29,0.0010349,7880000000.0,53.87,4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
24.61,C4H8O2,0.946,5.021,37.13,43.881,0.001064,7870000000.0,53.86,4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
23.94,C4H8O2,0.9,13.2,30.24,32.007,0.0012729,7790000000.0,52.97,4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
23.24,C4H8O2,0.894,10.48,29.875,32.231,0.001352,7790000000.0,52.77,4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
24.35,C4H8O2,0.909,10.1,30.137,32.438,0.0013127,7790000000.0,52.77,4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
32.92,C4H8O2,1.029,12.84,32.138,34.3,0.0010112,5900000000.0,46.62,4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
68.03,C4H8O2,1.07,14.5,44.927,62.74,0.00079874,7780000000.0,53.48,4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,88.105298
24.68,C5H13N,0.751,17.6,32.204,34.963,0.0011482,9260000000.0,65.15,5.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,87.163636
33.09,C4H9NO,0.937,10.418,38.198,40.643,0.00099761,8190000000.0,57.04,4.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,87.120537
48.0,C4H9NO,0.996,9.2,37.809,38.054,0.0010264,6990000000.0,52.7,4.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,87.120537
7.87,CHClF2,1.193,4.123,19.031,20.193,0.0033277,4690000000.0,31.02,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,86.468387326
17.98,C6H14,0.656,13.079,29.095,29.107,0.0014162,9640000000.0,68.26,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,86.17561400000001
16.87,C6H14,0.648,6.268,28.302,27.942,0.0014573,9630000000.0,68.25,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,86.17561400000001
17.58,C6H14,0.66,5.303,28.587,28.262,0.0014291,9630000000.0,68.25,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,86.17561400000001
15.8,C6H14,0.644,0.579,27.326,26.416,0.0014732,9830000000.0,68.24,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,86.17561400000001
16.87,C6H14,0.658,0.79,28.094,27.488,0.0014352,9620000000.0,68.24,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,86.17561400000001
25.94,C5H10O,0.805,15.0,32.298,34.48,0.0011446,8540000000.0,59.5,5.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,86.132515
23.26,C5H10O,0.802,10.63,32.204,33.468,0.0011199,8540000000.0,59.5,5.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,86.132515
25.01,C5H10O,0.805,9.34,31.451,33.721,0.0011907,8530000000.0,59.49,5.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,86.132515
24.56,C5H10O,0.81,11.59,32.204,33.571,0.001251,8540000000.0,59.5,5.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,86.132515
50.77,C4H6O2,1.0212,12.57,38.609,48.854,0.00098863,7340000000.0,50.13,4.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,86.089416
46.97,C4H6O2,1.0103,8.062999999999999,37.96,33.22,0.00099545,7650000000.0,50.14,4.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,86.089416
